branch,x,cp_min,cp_max,u_model
pressure,0.7527337120601504,0.28950144967962493,0.3173402696564228,0.01391940998839894
pressure,0.7552182879761905,0.29156327950604066,0.31912219100167066,0.013779455747815
pressure,0.7577028638922306,0.2936251093324564,0.3209041123469185,0.013639501507231061
pressure,0.7601874398082706,0.2957489389952862,0.32264184176678923,0.013446451385751512
pressure,0.7626720157243108,0.29796724695176025,0.3243122294331339,0.01317249124068684
pressure,0.7651565916403509,0.30018555490823423,0.32598261709947857,0.012898531095622168
pressure,0.767641167556391,0.3024038628647083,0.32765300476582326,0.012624570950557495
pressure,0.7701257434724311,0.30462217082118226,0.3293233924321679,0.012350610805492823
pressure,0.7726103193884711,0.3068404787776562,0.33099378009851255,0.012076650660428179
pressure,0.7750948953045113,0.3090587867341302,0.3326641677648572,0.011802690515363506
pressure,0.7775794712205514,0.31092969178427954,0.334202918641943,0.011636613428831738
pressure,0.7800640471365915,0.31260186585170024,0.33566636701574976,0.011532250582024756
pressure,0.7825486230526316,0.314274039919121,0.3371298153895565,0.011427887735217745
pressure,0.7850331989686717,0.3159462139865417,0.33859326376336324,0.011323524888410763
pressure,0.7875177748847118,0.3176183880539623,0.34005671213717,0.011219162041603836
pressure,0.7900023508007519,0.31929056212138307,0.3415201605109767,0.011114799194796826
pressure,0.792486926716792,0.3209627361888038,0.34298360888478346,0.011010436347989844
pressure,0.7949715026328321,0.3229654629100939,0.3443662235962574,0.010700380343081739
pressure,0.7974560785488722,0.32501290870461524,0.345737902662765,0.010362496979074876
pressure,0.7999406544649122,0.3270603544991365,0.3471095817292725,0.010024613615067984
pressure,0.8024252303809524,0.3291078002936579,0.34848126079578007,0.009686730251061093
pressure,0.8049098062969925,0.3311552460881792,0.3498529398622876,0.009348846887054202
pressure,0.8073943822130326,0.3332026918827005,0.3512246189287952,0.009010963523047338
pressure,0.8098789581290727,0.33510960447946186,0.35253821894853055,0.00871430723453434
pressure,0.8123635340451127,0.3360759026974806,0.3534630852927477,0.008693591297633557
pressure,0.8148481099611529,0.33704220091549947,0.3543879516369649,0.008672875360732718
